Date,Open,High,Low,Close,Adj Close,Volume
2022-12-10,61.441666,61.950348,61.304947,61.349510,61.349510,26868971
2022-12-11,61.351254,61.520340,59.633907,59.756428,59.756428,29934277
2022-12-12,59.752773,60.730251,58.646492,60.103970,60.103970,43484419
2022-12-13,60.099491,63.457809,58.411789,61.872898,61.872898,67856553
2022-12-14,61.884605,63.350105,61.793503,62.562889,62.562889,50806113
2022-12-15,62.561016,62.889355,60.663689,60.867081,60.867081,45375237
2022-12-16,60.871147,61.110764,54.431980,54.825195,54.825195,57694805
2022-12-17,54.816399,55.638092,53.335293,55.577713,55.577713,43098792
2022-12-18,55.575001,56.286812,55.019859,55.834515,55.834515,26536270
2022-12-19,55.837818,56.443310,53.296589,53.729839,53.729839,38516334
2022-12-20,53.729610,56.162861,53.406105,55.770222,55.770222,45072863
2022-12-21,55.769840,56.343594,54.815620,55.994606,55.994606,36818955
2022-12-22,55.988033,56.066132,53.778755,55.604988,55.604988,34418452
2022-12-23,55.607952,56.040840,54.359722,54.534431,54.534431,32140129
2022-12-24,54.530968,54.699135,54.265160,54.470798,54.470798,23230269
2022-12-25,54.469833,55.369137,53.979950,54.452324,54.452324,36091150
2022-12-26,54.459755,55.984417,54.251106,55.937569,55.937569,34660069
2022-12-27,55.938530,58.086636,55.524460,57.369736,57.369736,49640032
2022-12-28,57.372227,57.655777,53.453133,53.747257,53.747257,47399222
2022-12-29,53.744415,54.866741,53.617413,54.540714,54.540714,40802575
2022-12-30,54.537239,54.615688,51.725914,52.516441,52.516441,55218888
2022-12-31,52.525970,53.264450,51.844631,51.979134,51.979134,40075995
2023-01-01,51.978664,52.317051,51.288872,52.045834,52.045834,27482203
2023-01-02,52.054745,53.877346,51.519745,53.083157,53.083157,40664866
2023-01-03,53.075687,53.376205,52.198734,53.040043,53.040043,32961816
2023-01-04,53.037823,57.488697,52.679832,56.787495,56.787495,78095690
2023-01-05,56.782326,56.861839,55.062218,55.387627,55.387627,41324775
2023-01-06,55.388145,56.660233,54.181831,56.455933,56.455933,41674593
2023-01-07,56.452805,56.667526,55.822193,56.047443,56.047443,32505515
2023-01-08,56.043732,59.347069,55.654274,59.305122,59.305122,62062341
2023-01-09,59.297363,62.858292,59.151596,61.265446,61.265446,85994888
2023-01-10,61.238979,62.665596,59.982552,61.843018,61.843018,61098186
2023-01-11,61.832973,64.293365,60.174225,64.178848,64.178848,56247189
2023-01-12,64.374672,68.450409,64.160568,67.861137,67.861137,153046549
2023-01-13,67.855782,72.661301,66.952950,71.241463,71.241463,101540639
2023-01-14,71.240150,80.131615,71.224869,75.846619,75.846619,193578098
2023-01-15,75.845375,82.547356,73.040306,79.047119,79.047119,191139275
2023-01-16,79.036690,82.347359,77.013474,80.392456,80.392456,127505366
2023-01-17,80.407227,90.531075,79.516602,85.471115,85.471115,256908039
2023-01-18,85.454185,88.838104,78.574562,82.240761,82.240761,209922103
2023-01-19,82.212372,83.321617,78.041641,81.314102,81.314102,111102694
2023-01-20,81.308250,87.871208,79.964264,87.745544,87.745544,115111786
2023-01-21,87.750198,88.912468,84.497208,84.576225,84.576225,110654974
2023-01-22,84.574005,89.791176,83.867882,85.438141,85.438141,124366515
2023-01-23,85.440598,89.496071,85.378899,86.597298,86.597298,113289637
2023-01-24,86.575073,88.338219,79.351662,79.942116,79.942116,106941166
2023-01-25,79.941643,87.254646,78.574913,85.790283,85.790283,114762694
2023-01-26,85.764435,89.695992,85.341026,88.982803,88.982803,135196490
2023-01-27,88.974968,89.416504,85.970886,87.139816,87.139816,101131276
2023-01-28,87.147820,88.078789,83.587845,84.218231,84.218231,84014968
2023-01-29,84.231895,88.372055,83.660889,87.797256,87.797256,83863621
2023-01-30,87.787521,88.154938,79.931770,81.043976,81.043976,91209901
2023-01-31,81.055328,83.269714,80.465965,83.018906,83.018906,66248248
2023-02-01,83.020943,88.269623,80.531837,88.269623,88.269623,96009709
2023-02-02,88.249687,93.035362,88.157997,88.196533,88.196533,150528044
2023-02-03,88.199577,93.761726,87.720764,90.698586,90.698586,135897553
2023-02-04,90.776642,91.736206,88.635956,88.748924,88.748924,78674062
2023-02-05,88.761406,89.065674,84.109612,85.646706,85.646706,75744010
2023-02-06,85.643364,87.560150,83.714035,84.139435,84.139435,58402082
2023-02-07,84.135338,89.030388,84.067688,88.834641,88.834641,78306944
2023-02-08,88.814926,89.888000,85.127304,86.926682,86.926682,87589522
2023-02-09,86.944214,89.173943,77.347191,77.746178,77.746178,210160246
2023-02-10,77.765892,80.190125,77.135010,78.789688,78.789688,100501651
2023-02-11,78.778496,79.415871,77.914734,79.404778,79.404778,48626956
2023-02-12,79.405205,80.361526,76.739357,77.408188,77.408188,54262661
2023-02-13,77.402077,83.466759,73.995766,82.394470,82.394470,246734335
2023-02-14,82.399696,83.362434,80.069336,83.064690,83.064690,154763608
2023-02-15,83.056297,89.373169,82.380547,89.333138,89.333138,117937422
2023-02-16,89.338158,90.244827,83.941467,84.034821,84.034821,131840765
2023-02-17,84.079056,88.114212,83.673973,86.511299,86.511299,109764048
2023-02-18,86.494179,91.100655,86.447266,91.090454,91.090454,103984579
2023-02-19,91.087677,95.066833,89.368217,90.246765,90.246765,137985550
2023-02-20,90.301682,92.636734,87.646561,91.894600,91.894600,100268603
2023-02-21,91.910957,92.523041,86.392120,87.568840,87.568840,103522514
2023-02-22,87.597672,87.705177,82.299225,85.077400,85.077400,82577523
2023-02-23,85.067680,87.436310,84.267715,85.542824,85.542824,73347860
2023-02-24,85.547447,86.573257,80.181999,81.490501,81.490501,94424850
2023-02-25,81.502701,82.728256,77.659904,79.945129,79.945129,76959423
2023-02-26,79.938606,82.305656,79.758919,82.171249,82.171249,51609296
2023-02-27,82.162575,83.397690,79.685951,80.269615,80.269615,58899842
2023-02-28,80.271278,80.271278,77.111526,77.554825,77.554825,63588522
2023-03-01,77.560905,82.954781,77.218536,82.825935,82.825935,80876045
2023-03-02,82.830048,82.973915,78.599373,79.826920,79.826920,60202701
2023-03-03,79.836021,79.870163,73.675560,76.844994,76.844994,72909384
2023-03-04,76.844734,77.321091,74.214256,75.355164,75.355164,46390894
2023-03-05,75.350945,77.050362,74.908310,75.088181,75.088181,45428488
2023-03-06,75.086792,77.337387,74.357887,76.701599,76.701599,50983337
2023-03-07,76.695229,77.654312,73.937851,75.195000,75.195000,59893208
2023-03-08,75.198273,75.349419,71.511192,71.607910,71.607910,59112455
2023-03-09,71.603851,73.879669,67.551369,68.681961,68.681961,74652007
2023-03-10,68.685715,68.685715,65.000641,68.346512,68.346512,73567683
2023-03-11,68.348930,70.798729,64.809509,67.391312,67.391312,88051180
2023-03-12,67.382248,72.971245,66.623657,72.971008,72.971008,69587249
2023-03-13,72.979362,77.213470,71.172493,76.143967,76.143967,93444168
2023-03-14,76.144592,81.517494,74.774178,79.334305,79.334305,115506512
2023-03-15,79.344315,80.681633,72.032303,74.012260,74.012260,92071978
2023-03-16,74.038094,75.607895,73.576096,75.062691,75.062691,58920757
2023-03-17,75.063705,80.655167,74.068008,80.655167,80.655167,76908698
2023-03-18,80.660538,81.858894,77.662018,77.793091,77.793091,79006655
2023-03-19,77.802689,81.658569,77.802689,79.600670,79.600670,63342139
2023-03-20,79.598717,80.130737,76.043617,76.161530,76.161530,68782996
2023-03-21,76.170998,79.333710,74.839142,79.040207,79.040207,67754141
2023-03-22,79.058472,79.233910,73.345047,75.315392,75.315392,72497294
2023-03-23,75.309090,80.378334,74.643906,77.263077,77.263077,84330280
2023-03-24,77.259041,77.308327,72.480774,73.086060,73.086060,71395515
2023-03-25,73.086578,73.509674,70.358612,71.377518,71.377518,53187377
2023-03-26,71.382011,73.357704,71.068878,72.924980,72.924980,53254101
2023-03-27,72.926521,73.569740,68.623962,69.770416,69.770416,62337407
2023-03-28,69.760658,71.401550,68.902367,70.678749,70.678749,53691539
2023-03-29,70.671257,73.400993,70.598595,72.834396,72.834396,54656545
2023-03-30,72.841148,74.156464,70.349281,71.315910,71.315910,56653592
2023-03-31,71.322075,74.339752,71.062378,74.199478,74.199478,71453377
2023-04-01,74.185722,74.723198,73.578964,73.941574,73.941574,40462752
2023-04-02,74.190109,74.656548,71.962723,73.058273,73.058273,40895808
2023-04-03,73.060158,74.830498,71.123459,73.705536,73.705536,63630103
2023-04-04,73.702599,76.820679,73.099739,76.400627,76.400627,55204843
2023-04-05,76.396210,79.199303,76.094803,78.309196,78.309196,60760869
2023-04-06,78.301659,80.893410,77.605286,80.447021,80.447021,78873787
2023-04-07,80.448853,80.815598,77.676956,78.363976,78.363976,57915493
2023-04-08,78.358307,78.836418,76.158966,76.339249,76.339249,38961869
2023-04-09,76.347420,77.390991,74.954544,76.337654,76.337654,41062379
2023-04-10,76.336975,78.486893,75.237381,78.401978,78.401978,46450318
2023-04-11,78.403259,80.297989,78.188057,79.128860,79.128860,57450615
2023-04-12,79.127464,79.518204,75.842468,78.916519,78.916519,50430886
2023-04-13,78.950836,81.612694,77.149574,81.190376,81.190376,84267709
2023-04-14,81.193138,83.751305,80.401344,82.653091,82.653091,84217603
2023-04-15,82.650726,83.848412,81.287102,82.689720,82.689720,60016678
2023-04-16,82.674591,83.592499,81.306046,83.364311,83.364311,59715173
2023-04-17,83.359772,84.039574,80.543343,81.023987,81.023987,71136630
2023-04-18,81.033035,83.849487,79.957359,81.884674,81.884674,66572964
2023-04-19,81.882751,82.000305,73.312355,74.032852,74.032852,90000854
2023-04-20,74.027924,74.961006,71.889870,72.408966,72.408966,57649972
2023-04-21,72.411942,73.242340,68.551491,69.108185,69.108185,55231048
2023-04-22,69.110245,70.902351,68.751595,70.812050,70.812050,35813143
2023-04-23,70.809662,70.922089,68.723686,70.272934,70.272934,36569988
2023-04-24,70.275314,71.344391,68.330139,69.861115,69.861115,38936533
2023-04-25,69.853432,71.318329,68.498138,71.213028,71.213028,39353748
2023-04-26,71.216713,74.367371,66.978462,69.419365,69.419365,71160098
2023-04-27,69.412918,71.967354,69.086655,71.412613,71.412613,47385524
2023-04-28,71.417488,72.188049,70.323860,72.126175,72.126175,34763377
2023-04-29,72.127548,72.698959,71.587051,71.833023,71.833023,27380037
2023-04-30,71.832458,72.489525,70.462402,70.587372,70.587372,32587125
2023-05-01,70.579163,70.753151,67.956810,68.921028,68.921028,38773136
2023-05-02,68.920059,69.561218,68.135284,69.186630,69.186630,33390458
2023-05-03,69.189384,71.721092,67.678879,71.703865,71.703865,41027604
2023-05-04,71.706108,71.940018,70.390350,70.831467,70.831467,34253363
2023-05-05,70.835144,74.134583,70.597832,73.485306,73.485306,49425839
2023-05-06,73.480682,74.073280,69.057426,69.915909,69.915909,45599145
2023-05-07,69.919678,70.240730,68.755852,68.833633,68.833633,29573393
2023-05-08,68.820023,69.181366,63.761734,64.619232,64.619232,64791313
2023-05-09,64.617294,64.837196,63.904591,64.485168,64.485168,35630152
2023-05-10,64.476807,65.773033,62.401958,64.750160,64.750160,49445034
2023-05-11,64.750961,64.774200,61.223427,62.365295,62.365295,39702228
2023-05-12,62.361832,63.222698,60.551949,63.185307,63.185307,42948587
2023-05-13,63.183910,63.185276,62.036682,62.194702,62.194702,26427530
2023-05-14,62.197269,63.318928,61.827053,62.256676,62.256676,27982279
2023-05-15,62.254677,64.429565,61.635067,62.820179,62.820179,39141385
2023-05-16,62.820049,63.191811,62.105301,62.844524,62.844524,30725765
2023-05-17,62.836784,64.825356,62.048241,64.822639,64.822639,35478964
2023-05-18,64.818810,67.004944,64.710670,65.121155,65.121155,57238351
2023-05-19,65.117973,65.570351,64.227974,65.348129,65.348129,30533433
2023-05-20,65.356781,65.359077,64.728485,65.222816,65.222816,24604348
2023-05-21,65.224342,65.432327,63.564564,63.940296,63.940296,26330107
2023-05-22,63.933914,64.709953,63.161140,64.350258,64.350258,27213542
2023-05-23,64.349602,66.169456,64.168182,65.432762,65.432762,29571458
2023-05-24,65.439583,65.449448,62.492229,63.981503,63.981503,34245866
2023-05-25,63.973022,64.115379,62.551193,63.494835,63.494835,34956239
2023-05-26,63.495739,65.444855,62.903702,64.643860,64.643860,38651727
2023-05-27,64.643486,65.657066,64.493919,65.657066,65.657066,31793195
2023-05-28,65.658936,69.363258,65.498436,69.090271,69.090271,40014827
2023-05-29,69.089325,69.337410,66.998764,67.382179,67.382179,36198593
2023-05-30,67.389381,67.841408,66.346375,66.704254,66.704254,36094219
2023-05-31,66.700165,66.900169,63.376781,63.860950,63.860950,38580750
2023-06-01,63.856548,64.202423,62.566063,62.711891,62.711891,35296832
2023-06-02,62.710068,64.432549,62.344662,63.727455,63.727455,42146681
2023-06-03,63.727600,64.288681,63.118477,63.534565,63.534565,30996746
2023-06-04,63.529766,64.607307,62.768799,62.804100,62.804100,43491849
2023-06-05,62.802807,62.849091,57.605400,59.978672,59.978672,56316804
2023-06-06,59.975372,62.687466,59.610291,61.852425,61.852425,44897388
2023-06-07,61.857254,61.877342,58.686546,59.100876,59.100876,39228067
2023-06-08,59.109058,60.344395,58.497341,59.833794,59.833794,34907085
2023-06-09,59.845272,60.574875,59.346737,60.523952,60.523952,31424670
